Date,Region_Name,Average_Price_SA
01/01/2010,Scotland,129959.1321
01/01/2010,England,174872.8599
01/01/2010,South West,188380.0864
01/01/2010,South East,217879.2129
01/01/2010,West Midlands Region,146770.0709
01/01/2010,Yorkshire and The Humber,133304.7153
01/01/2010,North West,131426.7428
01/01/2010,North East,119737.9609
01/01/2010,London,278864.8744
01/01/2010,East Midlands,137185.9583
01/01/2010,East of England,187803.3836
01/01/2010,England and Wales,172444.3013
01/01/2010,Great Britain,168468.0944
01/01/2010,United Kingdom,167873.0187
01/02/2010,England,176301.7389
01/02/2010,Wales,129195.4732
01/02/2010,Scotland,130817.3915
01/02/2010,North East,122054.8207
01/02/2010,East Midlands,140290.708
01/02/2010,East of England,189361.9647
01/02/2010,Yorkshire and The Humber,132429.4586
01/02/2010,South West,189840.8072
01/02/2010,South East,218942.1787
01/02/2010,West Midlands Region,148228.4177
01/02/2010,North West,133330.358
01/02/2010,London,280761.409
01/02/2010,England and Wales,173644.6701
01/02/2010,Great Britain,169562.1243
01/02/2010,United Kingdom,168882.0252
01/03/2010,Wales,132939.879
01/03/2010,England,176399.0911
01/03/2010,Scotland,130876.3709
01/03/2010,East of England,190239.4635
01/03/2010,West Midlands Region,147759.6681
01/03/2010,Yorkshire and The Humber,132980.9258
01/03/2010,South West,189673.9578
01/03/2010,London,283309.4703
01/03/2010,South East,219162.999
01/03/2010,North East,122386.4233
01/03/2010,North West,132886.1887
01/03/2010,East Midlands,138166.1774
01/03/2010,England and Wales,174063.5313
01/03/2010,Great Britain,169910.3985
01/03/2010,United Kingdom,169075.4248
01/04/2010,Scotland,132222.6327
01/04/2010,England,176652.3549
01/04/2010,Wales,131190.7464
01/04/2010,East Midlands,139191.9401
01/04/2010,West Midlands Region,148934.6352
01/04/2010,Yorkshire and The Humber,133080.1089
01/04/2010,South West,190296.7609
01/04/2010,East of England,191042.1744
01/04/2010,South East,219523.4466
01/04/2010,North East,121104.1835
01/04/2010,London,281900.0017
01/04/2010,North West,133017.7723
01/04/2010,England and Wales,174240.8589
01/04/2010,Great Britain,170253.7116
01/04/2010,United Kingdom,169235.1779
01/05/2010,England,176805.1842
01/05/2010,Scotland,130565.8862
01/05/2010,Wales,131251.7914
01/05/2010,South East,219976.4392
01/05/2010,London,279560.7728
01/05/2010,North East,119874.7882
01/05/2010,North West,132897.7015
01/05/2010,East Midlands,140651.937
01/05/2010,East of England,190803.279
01/05/2010,Yorkshire and The Humber,132469.4999
01/05/2010,West Midlands Region,148438.2075
01/05/2010,South West,191715.4573
01/05/2010,England and Wales,174365.4105
01/05/2010,Great Britain,170173.1478
01/05/2010,United Kingdom,169303.6584
01/06/2010,Scotland,130235.4816
01/06/2010,England,176871.0299
01/06/2010,Wales,130577.3572
01/06/2010,East of England,191142.7151
01/06/2010,Yorkshire and The Humber,132824.692
01/06/2010,West Midlands Region,148884.4571
01/06/2010,London,283235.6487
01/06/2010,North West,132355.5006
01/06/2010,North East,119628.0758
01/06/2010,South West,191350.1095
01/06/2010,South East,221144.8723
01/06/2010,East Midlands,140016.3678
01/06/2010,England and Wales,174397.6061
01/06/2010,Great Britain,170162.0312
01/06/2010,United Kingdom,169328.6453
01/07/2010,England,177000.2302
01/07/2010,Wales,132214.4421
01/07/2010,Scotland,130750.2594
01/07/2010,West Midlands Region,148860.3553
01/07/2010,East of England,191718.8805
01/07/2010,London,285202.1678
01/07/2010,North East,119799.9138
01/07/2010,North West,131292.8151
01/07/2010,East Midlands,139658.228
01/07/2010,Yorkshire and The Humber,133410.5858
01/07/2010,South West,191166.2436
01/07/2010,South East,221942.5002
01/07/2010,England and Wales,174584.8145
01/07/2010,Great Britain,170359.7707
01/07/2010,United Kingdom,169505.718
01/08/2010,England,177007.2389
01/08/2010,Scotland,129955.1791
01/08/2010,Wales,130184.3645
01/08/2010,South West,192265.3378
01/08/2010,East Midlands,140232.5748
01/08/2010,London,284985.0496
01/08/2010,North West,132133.689
01/08/2010,North East,121053.8767
01/08/2010,Yorkshire and The Humber,132619.3325
01/08/2010,South East,221267.1191
01/08/2010,West Midlands Region,147907.1321
01/08/2010,East of England,190813.9649
01/08/2010,England and Wales,174527.2232
01/08/2010,Great Britain,170230.8439
01/08/2010,United Kingdom,169380.4116
01/09/2010,England,176883.661
01/09/2010,Wales,130945.476
01/09/2010,Scotland,130790.2142
01/09/2010,North West,131409.4304
01/09/2010,South West,192194.4007
01/09/2010,East Midlands,139793.6832
01/09/2010,North East,118360.4282
01/09/2010,London,284630.2472
01/09/2010,South East,221140.696
01/09/2010,East of England,192722.7695
01/09/2010,West Midlands Region,149733.449
01/09/2010,Yorkshire and The Humber,132221.7146
01/09/2010,England and Wales,174459.3697
01/09/2010,Great Britain,170247.7354
01/09/2010,United Kingdom,169558.7869
01/10/2010,England,176198.5462
01/10/2010,Wales,132092.5658
01/10/2010,Scotland,131622.1557
01/10/2010,Yorkshire and The Humber,130806.7472
01/10/2010,West Midlands Region,147592.5983
01/10/2010,East of England,190521.0568
01/10/2010,London,284224.7223
01/10/2010,North West,130987.9478
01/10/2010,East Midlands,138990.3857
01/10/2010,North East,122072.833
01/10/2010,South East,219955.7009
01/10/2010,South West,191708.4946
01/10/2010,England and Wales,173856.1609
01/10/2010,Great Britain,169759.6646
01/10/2010,United Kingdom,168898.5519
01/11/2010,Scotland,129974.6845
01/11/2010,England,175252.9936
01/11/2010,Wales,125803.2457
01/11/2010,North East,117233.8109
01/11/2010,North West,130190.5381
01/11/2010,London,283931.6227
01/11/2010,South East,218718.9014
01/11/2010,South West,190481.6397
01/11/2010,East of England,190245.3878
01/11/2010,East Midlands,138451.491
01/11/2010,Yorkshire and The Humber,129534.5381
01/11/2010,West Midlands Region,147866.4574
01/11/2010,England and Wales,172454.9703
01/11/2010,Great Britain,168403.0017
01/11/2010,United Kingdom,167560.3228
01/12/2010,Scotland,129940.7687
01/12/2010,England,175334.9628
01/12/2010,Wales,128655.5418
01/12/2010,East Midlands,137406.2356
01/12/2010,North East,117808.4079
01/12/2010,London,285691.9637
01/12/2010,Yorkshire and The Humber,130324.0279
01/12/2010,North West,129539.3676
01/12/2010,South East,218243.58
01/12/2010,South West,190003.5382
01/12/2010,East of England,190312.5469
01/12/2010,West Midlands Region,147055.7578
01/12/2010,England and Wales,172806.8583
01/12/2010,Great Britain,168704.1664
01/12/2010,United Kingdom,167598.9338
01/01/2011,Scotland,130417.7592
01/01/2011,Wales,128525.0244
01/01/2011,England,174873.1868
01/01/2011,South East,216751.8407
01/01/2011,North West,130275.0342
01/01/2011,North East,117080.6295
01/01/2011,London,287186.2357
01/01/2011,South West,188871.9992
01/01/2011,West Midlands Region,146758.4067
01/01/2011,East of England,189300.8099
01/01/2011,Yorkshire and The Humber,129540.8729
01/01/2011,East Midlands,137091.2866
01/01/2011,England and Wales,172413.4054
01/01/2011,Great Britain,168637.6553
01/01/2011,United Kingdom,167653.732
01/02/2011,England,174781.7249
01/02/2011,Scotland,129848.2311
01/02/2011,Wales,129265.0079
01/02/2011,London,287624.4101
01/02/2011,South West,188224.1622
01/02/2011,East Midlands,137817.3167
01/02/2011,East of England,188571.2145
01/02/2011,Yorkshire and The Humber,130382.7677
01/02/2011,West Midlands Region,145196.4818
01/02/2011,South East,218806.8336
01/02/2011,North East,116945.9031
01/02/2011,North West,128962.4848
01/02/2011,England and Wales,172237.2056
01/02/2011,Great Britain,168356.2817
01/02/2011,United Kingdom,167313.3705
01/03/2011,Scotland,128164.6924
01/03/2011,Wales,127041.2457
01/03/2011,England,174493.0143
01/03/2011,South East,218187.6743
01/03/2011,West Midlands Region,144232.1703
01/03/2011,Yorkshire and The Humber,127805.1501
01/03/2011,North East,114782.6606
01/03/2011,North West,129231.2802
01/03/2011,London,290598.3221
01/03/2011,East Midlands,137197.3393
01/03/2011,East of England,190635.7273
01/03/2011,South West,188630.5369
01/03/2011,England and Wales,171919.1466
01/03/2011,Great Britain,167770.8567
01/03/2011,United Kingdom,166654.8171
01/04/2011,Scotland,129071.3475
01/04/2011,England,175107.8771
01/04/2011,Wales,128645.4871
01/04/2011,East Midlands,136239.9014
01/04/2011,East of England,189186.2299
01/04/2011,West Midlands Region,145357.8318
01/04/2011,Yorkshire and The Humber,130719.5301
01/04/2011,South East,219250.67
01/04/2011,South West,187639.969
01/04/2011,London,293674.491
01/04/2011,North East,117143.5019
01/04/2011,North West,128416.3874
01/04/2011,England and Wales,172632.678
01/04/2011,Great Britain,168627.9827
01/04/2011,United Kingdom,167399.3433
01/05/2011,England,173774.1881
01/05/2011,Scotland,127699.772
01/05/2011,Wales,126985.6345
01/05/2011,South East,218298.0959
01/05/2011,South West,186832.2223
01/05/2011,West Midlands Region,144721.7212
01/05/2011,East Midlands,136314.2259
01/05/2011,East of England,188610.1569
01/05/2011,North West,127505.2153
01/05/2011,North East,117212.7202
01/05/2011,London,282406.0882
01/05/2011,Yorkshire and The Humber,129458.6289
01/05/2011,England and Wales,171250.2777
01/05/2011,Great Britain,167248.6679
01/05/2011,United Kingdom,166024.4424
01/06/2011,England,173125.6939
01/06/2011,Wales,126928.4931
01/06/2011,Scotland,127469.1974
01/06/2011,South West,187639.9657
01/06/2011,South East,218140.9033
01/06/2011,North East,115753.8443
01/06/2011,East Midlands,135835.3272
01/06/2011,East of England,188667.6756
01/06/2011,London,284577.7982
01/06/2011,North West,126245.1965
01/06/2011,Yorkshire and The Humber,127795.1109
01/06/2011,West Midlands Region,143937.942
01/06/2011,England and Wales,170653.5405
01/06/2011,Great Britain,166658.825
01/06/2011,United Kingdom,165527.49
01/07/2011,Scotland,128826.0419
01/07/2011,England,173690.2655
01/07/2011,Wales,126808.0115
01/07/2011,West Midlands Region,144022.6141
01/07/2011,South East,219222.318
01/07/2011,North West,127783.2922
01/07/2011,North East,114204.2792
01/07/2011,London,288185.3883
01/07/2011,South West,187848.1218
01/07/2011,East Midlands,136923.1125
01/07/2011,East of England,188698.0939
01/07/2011,Yorkshire and The Humber,127551.9337
01/07/2011,England and Wales,171154.4561
01/07/2011,Great Britain,167241.8476
01/07/2011,United Kingdom,166118.8874
01/08/2011,England,173580.6415
01/08/2011,Wales,127322.7156
01/08/2011,Scotland,128736.6291
01/08/2011,Yorkshire and The Humber,128209.1019
01/08/2011,West Midlands Region,143515.8029
01/08/2011,East Midlands,136978.989
01/08/2011,East of England,189391.888
01/08/2011,North West,127787.5799
01/08/2011,London,288817.5049
01/08/2011,North East,112047.1325
01/08/2011,South West,188178.6069
01/08/2011,South East,217272.9649
01/08/2011,England and Wales,171105.043
01/08/2011,Great Britain,167182.6358
01/08/2011,United Kingdom,166011.4666
01/09/2011,Wales,128775.867
01/09/2011,Scotland,128961.194
01/09/2011,England,173569.8896
01/09/2011,North West,127498.904
01/09/2011,West Midlands Region,145389.1002
01/09/2011,South West,186097.6934
01/09/2011,Yorkshire and The Humber,128370.0503
01/09/2011,South East,217729.4583
01/09/2011,North East,113430.0705
01/09/2011,London,289665.6177
01/09/2011,East of England,188580.4489
01/09/2011,East Midlands,136677.4188
01/09/2011,England and Wales,171176.8829
01/09/2011,Great Britain,167279.3954
01/09/2011,United Kingdom,166196.1572
01/10/2011,Wales,127044.6381
01/10/2011,Scotland,127014.0017
01/10/2011,England,173569.1702
01/10/2011,North West,127662.3401
01/10/2011,East Midlands,135513.3982
01/10/2011,East of England,189100.7433
01/10/2011,Yorkshire and The Humber,127236.7294
01/10/2011,West Midlands Region,143296.3793
01/10/2011,North East,113760.9881
01/10/2011,South West,187386.2282
01/10/2011,London,290355.8649
01/10/2011,South East,217218.3324
01/10/2011,England and Wales,171077.3245
01/10/2011,Great Britain,167013.0881
01/10/2011,United Kingdom,165673.0857
01/11/2011,Scotland,126759.3651
01/11/2011,England,174115.0511
01/11/2011,Wales,128751.2512
01/11/2011,South West,187856.5424
01/11/2011,North East,114213.923
01/11/2011,Yorkshire and The Humber,127800.6037
01/11/2011,North West,126396.7983
01/11/2011,London,292601.5295
01/11/2011,South East,218960.7394
01/11/2011,East of England,190564.9947
01/11/2011,East Midlands,136351.6213
01/11/2011,West Midlands Region,144560.5187
01/11/2011,England and Wales,171599.4318
01/11/2011,Great Britain,167490.2545
01/11/2011,United Kingdom,166326.5935
01/12/2011,Scotland,126153.7203
01/12/2011,England,174137.4367
01/12/2011,Wales,127169.1049
01/12/2011,West Midlands Region,142232.4259
01/12/2011,South West,187734.456
01/12/2011,London,292207.9363
01/12/2011,North West,126430.7337
01/12/2011,East Midlands,137155.735
01/12/2011,East of England,190698.9996
01/12/2011,South East,218984.5468
01/12/2011,North East,113589.6093
01/12/2011,Yorkshire and The Humber,127267.4124
01/12/2011,England and Wales,171586.8872
01/12/2011,Great Britain,167381.9219
01/12/2011,United Kingdom,165988.18
01/01/2012,Scotland,126125.6751
01/01/2012,England,174595.1113
01/01/2012,Wales,127553.7095
01/01/2012,Yorkshire and The Humber,127307.3906
01/01/2012,North East,113074.3029
01/01/2012,North West,126107.1377
01/01/2012,West Midlands Region,145247.1141
01/01/2012,South East,217801.4773
01/01/2012,London,293852.5056
01/01/2012,South West,189741.0367
01/01/2012,East Midlands,136903.9059
01/01/2012,East of England,191840.2308
01/01/2012,England and Wales,172063.0562
01/01/2012,Great Britain,167799.1387
01/01/2012,United Kingdom,166174.7345
01/02/2012,Wales,127526.1384
01/02/2012,England,175079.9762
01/02/2012,Scotland,125421.9539
01/02/2012,East Midlands,136544.8555
01/02/2012,East of England,191572.8732
01/02/2012,Yorkshire and The Humber,127352.6847
01/02/2012,West Midlands Region,144303.301
01/02/2012,London,295042.5249
01/02/2012,South West,190183.6195
01/02/2012,South East,220147.7414
01/02/2012,North East,114073.5452
01/02/2012,North West,127103.1479
01/02/2012,England and Wales,172447.6654
01/02/2012,Great Britain,167927.8422
01/02/2012,United Kingdom,166252.8017
01/03/2012,England,175655.8346
01/03/2012,Scotland,127400.5244
01/03/2012,Wales,127961.5599
01/03/2012,North East,115570.9015
01/03/2012,North West,129155.864
01/03/2012,South East,221388.443
01/03/2012,London,294534.4079
01/03/2012,East Midlands,137388.5596
01/03/2012,East of England,191131.0878
01/03/2012,South West,189037.5321
01/03/2012,West Midlands Region,145783.13
01/03/2012,Yorkshire and The Humber,128428.3271
01/03/2012,England and Wales,173041.1345
01/03/2012,Great Britain,168371.6911
01/03/2012,United Kingdom,166749.2913
01/04/2012,England,175916.7932
01/04/2012,Scotland,124542.4001
01/04/2012,Wales,127603.759
01/04/2012,South East,224042.1877
01/04/2012,East of England,192612.5931
01/04/2012,East Midlands,137896.1341
01/04/2012,London,298502.0793
01/04/2012,North East,113704.9364
01/04/2012,Yorkshire and The Humber,127221.5457
01/04/2012,West Midlands Region,144246.9338
01/04/2012,South West,189808.0788
01/04/2012,North West,127286.5194
01/04/2012,England and Wales,173341.9755
01/04/2012,Great Britain,168664.2538
01/04/2012,United Kingdom,167009.6432
01/05/2012,England,176067.3937
01/05/2012,Scotland,124535.3809
01/05/2012,Wales,127356.9462
01/05/2012,North West,126306.2586
01/05/2012,North East,113089.7097
01/05/2012,East of England,192692.2252
01/05/2012,London,301707.5183
01/05/2012,East Midlands,137028.6193
01/05/2012,Yorkshire and The Humber,127357.5163
01/05/2012,West Midlands Region,143230.4386
01/05/2012,South West,189767.6689
01/05/2012,South East,223382.0708
01/05/2012,England and Wales,173425.4198
01/05/2012,Great Britain,168732.0681
01/05/2012,United Kingdom,166972.4267
01/06/2012,Wales,128532.4477
01/06/2012,Scotland,124906.9523
01/06/2012,England,176984.9676
01/06/2012,West Midlands Region,145838.1594
01/06/2012,East Midlands,137597.2504
01/06/2012,Yorkshire and The Humber,128473.5187
01/06/2012,East of England,193069.3977
01/06/2012,North East,113519.1177
01/06/2012,North West,127562.3329
01/06/2012,London,305385.1671
01/06/2012,South West,190127.0618
01/06/2012,South East,223252.3852
01/06/2012,England and Wales,174374.823
01/06/2012,Great Britain,169601.155
01/06/2012,United Kingdom,167882.9648
01/07/2012,Wales,127700.253
01/07/2012,Scotland,123043.1226
01/07/2012,England,176383.7808
01/07/2012,South West,190221.6976
01/07/2012,London,301116.347
01/07/2012,South East,223816.1388
01/07/2012,Yorkshire and The Humber,127644.8999
01/07/2012,West Midlands Region,145192.9606
01/07/2012,East Midlands,137963.9283
01/07/2012,East of England,193110.9515
01/07/2012,North West,126611.9745
01/07/2012,North East,113543.9727
01/07/2012,England and Wales,173751.2365
01/07/2012,Great Britain,168859.8027
01/07/2012,United Kingdom,167052.4929
01/08/2012,Wales,126796.596
01/08/2012,England,176341.2224
01/08/2012,Scotland,122991.5139
01/08/2012,North West,126614.3554
01/08/2012,Yorkshire and The Humber,127650.6293
01/08/2012,London,303413.157
01/08/2012,West Midlands Region,144696.5601
01/08/2012,South East,224578.7826
01/08/2012,North East,114707.0322
01/08/2012,East Midlands,136220.5959
01/08/2012,East of England,193021.2795
01/08/2012,South West,188442.317
01/08/2012,England and Wales,173654.7369
01/08/2012,Great Britain,168720.5608
01/08/2012,United Kingdom,166937.6831
01/09/2012,England,176424.6394
01/09/2012,Wales,125777.1531
01/09/2012,Scotland,122884.2942
01/09/2012,South West,188253.4156
01/09/2012,Yorkshire and The Humber,127480.5472
01/09/2012,West Midlands Region,145019.2891
01/09/2012,East Midlands,137049.2236
01/09/2012,East of England,192796.9206
01/09/2012,North East,114276.4859
01/09/2012,North West,126944.4105
01/09/2012,London,302596.1267
01/09/2012,South East,225016.0047
01/09/2012,England and Wales,173673.9531
01/09/2012,Great Britain,168761.17
01/09/2012,United Kingdom,166972.134
01/10/2012,Scotland,122670.2213
01/10/2012,Wales,126465.925
01/10/2012,England,176915.7613
01/10/2012,North East,114493.6914
01/10/2012,North West,125153.4996
01/10/2012,South East,223942.4905
01/10/2012,South West,189435.1702
01/10/2012,London,308396.503
01/10/2012,West Midlands Region,144268.419
01/10/2012,East Midlands,137446.6403
01/10/2012,Yorkshire and The Humber,127314.1743
01/10/2012,East of England,193878.4715
01/10/2012,England and Wales,174196.4188
01/10/2012,Great Britain,169245.7972
01/10/2012,United Kingdom,167184.5078
01/11/2012,Wales,126925.9552
01/11/2012,England,177572.139
01/11/2012,Scotland,121709.3282
01/11/2012,Yorkshire and The Humber,128174.2691
01/11/2012,West Midlands Region,145675.945
01/11/2012,East of England,193882.9969
01/11/2012,London,309703.4006
01/11/2012,South East,223987.7522
01/11/2012,North West,127919.694
01/11/2012,South West,190334.6298
01/11/2012,East Midlands,137978.5094
01/11/2012,North East,114117.6817
01/11/2012,England and Wales,174770.0739
01/11/2012,Great Britain,169684.702
01/11/2012,United Kingdom,167793.6324
01/12/2012,Wales,126926.2613
01/12/2012,England,177652.2948
01/12/2012,Scotland,122448.6266
01/12/2012,East of England,193912.8768
01/12/2012,West Midlands Region,145978.356
01/12/2012,North West,126383.0519
01/12/2012,Yorkshire and The Humber,127349.9825
01/12/2012,North East,113093.7215
01/12/2012,South West,187888.8255
01/12/2012,South East,225492.4629
01/12/2012,East Midlands,137494.8102
01/12/2012,London,313363.0756
01/12/2012,England and Wales,174854.69
01/12/2012,Great Britain,169743.9152
01/12/2012,United Kingdom,167751.655
01/01/2013,Scotland,122843.935
01/01/2013,England,177170.2874
01/01/2013,Wales,127766.7961
01/01/2013,West Midlands Region,145105.4393
01/01/2013,South East,225366.0008
01/01/2013,North West,124827.4008
01/01/2013,North East,113714.3064
01/01/2013,London,311159.6554
01/01/2013,South West,189759.0084
01/01/2013,East of England,194230.9949
01/01/2013,East Midlands,137895.2167
01/01/2013,Yorkshire and The Humber,125904.1577
01/01/2013,England and Wales,174465.1114
01/01/2013,Great Britain,169866.8632
01/01/2013,United Kingdom,167890.0879
01/02/2013,Scotland,123315.0664
01/02/2013,Wales,126769.725
01/02/2013,England,178053.4783
01/02/2013,West Midlands Region,146163.721
01/02/2013,South East,225545.7009
01/02/2013,South West,190084.4299
01/02/2013,North West,126667.4343
01/02/2013,North East,112217.6396
01/02/2013,London,316338.7395
01/02/2013,East Midlands,137906.6118
01/02/2013,East of England,193656.7778
01/02/2013,Yorkshire and The Humber,127439.2796
01/02/2013,England and Wales,175215.0999
01/02/2013,Great Britain,170405.3096
01/02/2013,United Kingdom,168414.1915
01/03/2013,Wales,127687.7904
01/03/2013,Scotland,123268.6288
01/03/2013,England,179550.7402
01/03/2013,North West,128217.9683
01/03/2013,East Midlands,138596.9279
01/03/2013,East of England,198194.0106
01/03/2013,Yorkshire and The Humber,127445.7779
01/03/2013,South West,191227.5082
01/03/2013,West Midlands Region,146948.1042
01/03/2013,North East,114155.6055
01/03/2013,London,316816.5506
01/03/2013,South East,227444.4669
01/03/2013,England and Wales,176692.7027
01/03/2013,Great Britain,171202.7675
01/03/2013,United Kingdom,169296.3396
01/04/2013,Scotland,123085.8519
01/04/2013,England,179146.6679
01/04/2013,Wales,127049.2911
01/04/2013,East of England,196545.8122
01/04/2013,South East,228497.5579
01/04/2013,East Midlands,138994.3555
01/04/2013,South West,191920.2962
01/04/2013,North East,112923.9891
01/04/2013,Yorkshire and The Humber,127340.1348
01/04/2013,London,320253.4942
01/04/2013,West Midlands Region,146035.4959
01/04/2013,North West,126614.4138
01/04/2013,England and Wales,176340.1164
01/04/2013,Great Britain,171430.296
01/04/2013,United Kingdom,169480.0709
01/05/2013,Wales,127769.2081
01/05/2013,England,179588.8492
01/05/2013,Scotland,123552.1389
01/05/2013,East Midlands,139742.507
01/05/2013,East of England,194991.2638
01/05/2013,West Midlands Region,146457.6679
01/05/2013,Yorkshire and The Humber,127706.6866
01/05/2013,London,319837.9515
01/05/2013,South West,192212.6343
01/05/2013,South East,228279.3614
01/05/2013,North West,126967.3421
01/05/2013,North East,113431.4082
01/05/2013,England and Wales,176736.9324
01/05/2013,Great Britain,171785.5661
01/05/2013,United Kingdom,169780.7404
01/06/2013,Scotland,123811.4671
01/06/2013,England,180430.453
01/06/2013,Wales,127819.3914
01/06/2013,West Midlands Region,147554.2849
01/06/2013,East of England,197636.2496
01/06/2013,East Midlands,139570.1393
01/06/2013,North East,111716.3972
01/06/2013,South West,191811.0786
01/06/2013,South East,229854.3065
01/06/2013,London,322920.2217
01/06/2013,North West,127374.5168
01/06/2013,Yorkshire and The Humber,128242.9035
01/06/2013,England and Wales,177563.5343
01/06/2013,Great Britain,172540.1598
01/06/2013,United Kingdom,170540.4107
01/07/2013,Wales,127011.0283
01/07/2013,Scotland,124102.7524
01/07/2013,England,180993.3707
01/07/2013,North East,114717.7957
01/07/2013,West Midlands Region,148112.3331
01/07/2013,South West,192064.078
01/07/2013,East of England,198301.9996
01/07/2013,London,324934.8947
01/07/2013,East Midlands,139586.9647
01/07/2013,South East,230731.1289
01/07/2013,Yorkshire and The Humber,127978.218
01/07/2013,North West,127328.5007
01/07/2013,England and Wales,178045.6456
01/07/2013,Great Britain,173005.1813
01/07/2013,United Kingdom,170986.155
01/08/2013,England,181761.1777
01/08/2013,Scotland,125992.0661
01/08/2013,Wales,128702.4746
01/08/2013,North East,115145.8734
01/08/2013,South East,231083.3369
01/08/2013,Yorkshire and The Humber,127843.2897
01/08/2013,West Midlands Region,148864.8502
01/08/2013,South West,192877.5706
01/08/2013,London,328530.3664
01/08/2013,East Midlands,140449.8702
01/08/2013,East of England,199033.9538
01/08/2013,North West,128025.1668
01/08/2013,England and Wales,178855.5725
01/08/2013,Great Britain,173870.5867
01/08/2013,United Kingdom,171923.1339
01/09/2013,England,182927.2144
01/09/2013,Scotland,124851.1256
01/09/2013,Wales,128012.5981
01/09/2013,North West,128336.8107
01/09/2013,South East,231800.2643
01/09/2013,South West,194292.9165
01/09/2013,East Midlands,141329.6682
01/09/2013,East of England,199652.9102
01/09/2013,London,334386.0476
01/09/2013,West Midlands Region,147585.5432
01/09/2013,North East,115228.4268
01/09/2013,Yorkshire and The Humber,130177.7515
01/09/2013,England and Wales,179913.0026
01/09/2013,Great Britain,174766.0126
01/09/2013,United Kingdom,172737.5518
01/10/2013,Scotland,125494.0545
01/10/2013,England,183812.0403
01/10/2013,Wales,127673.4697
01/10/2013,North East,110711.944
01/10/2013,London,338041.8356
01/10/2013,North West,127327.3994
01/10/2013,South East,234271.3465
01/10/2013,South West,194901.4586
01/10/2013,West Midlands Region,149791.4774
01/10/2013,East Midlands,142442.4125
01/10/2013,East of England,201662.8712
01/10/2013,Yorkshire and The Humber,129024.4405
01/10/2013,England and Wales,180757.0398
01/10/2013,Great Britain,175634.184
01/10/2013,United Kingdom,173453.8894
01/11/2013,Scotland,127070.2072
01/11/2013,Wales,128696.5394
01/11/2013,England,185139.7624
01/11/2013,West Midlands Region,150080.5336
01/11/2013,Yorkshire and The Humber,129608.7828
01/11/2013,East of England,201466.0337
01/11/2013,East Midlands,141904.3622
01/11/2013,South East,236749.4769
01/11/2013,South West,196303.7921
01/11/2013,North West,128928.1955
01/11/2013,North East,113934.4191
01/11/2013,London,344418.597
01/11/2013,England and Wales,182031.4397
01/11/2013,Great Britain,177003.6106
01/11/2013,United Kingdom,174878.067
01/12/2013,England,187636.7408
01/12/2013,Wales,128256.3058
01/12/2013,Scotland,127280.4602
01/12/2013,North East,114445.2982
01/12/2013,North West,129959.5942
01/12/2013,South East,238583.2219
01/12/2013,South West,197998.3048
01/12/2013,East Midlands,144501.7611
01/12/2013,East of England,207015.3798
01/12/2013,Yorkshire and The Humber,130836.018
01/12/2013,West Midlands Region,150583.7431
01/12/2013,London,351446.8944
01/12/2013,England and Wales,184269.4231
01/12/2013,Great Britain,178872.1967
01/12/2013,United Kingdom,176773.609
01/01/2014,Wales,132176.3355
01/01/2014,England,188369.1521
01/01/2014,Scotland,127102.3233
01/01/2014,East Midlands,145427.3167
01/01/2014,West Midlands Region,152162.9863
01/01/2014,Yorkshire and The Humber,131721.0621
01/01/2014,London,355926.5889
01/01/2014,North East,114564.1688
01/01/2014,North West,129846.4304
01/01/2014,East of England,205844.7755
01/01/2014,South East,241010.3591
01/01/2014,South West,198300.3473
01/01/2014,England and Wales,185165.2479
01/01/2014,Great Britain,180365.552
01/01/2014,United Kingdom,178268.8979
01/02/2014,England,190021.3902
01/02/2014,Scotland,127730.4752
01/02/2014,Wales,133754.392
01/02/2014,Yorkshire and The Humber,132787.7266
01/02/2014,West Midlands Region,152184.8198
01/02/2014,North West,130741.8016
01/02/2014,South West,200015.1608
01/02/2014,London,360806.9001
01/02/2014,South East,242988.5228
01/02/2014,North East,115043.2516
01/02/2014,East Midlands,147028.9948
01/02/2014,East of England,208484.3547
01/02/2014,England and Wales,186770.4892
01/02/2014,Great Britain,181798.7234
01/02/2014,United Kingdom,179655.2855
01/03/2014,Scotland,128269.1614
01/03/2014,Wales,132503.6772
01/03/2014,England,191299.8728
01/03/2014,West Midlands Region,154162.0698
01/03/2014,South West,201216.9307
01/03/2014,South East,245272.2187
01/03/2014,North West,131259.631
01/03/2014,North East,114764.527
01/03/2014,London,366134.5523
01/03/2014,East of England,210144.3765
01/03/2014,East Midlands,147292.9564
01/03/2014,Yorkshire and The Humber,131522.9283
01/03/2014,England and Wales,187893.3047
01/03/2014,Great Britain,182180.5378
01/03/2014,United Kingdom,180109.0344
01/04/2014,England,193402.4664
01/04/2014,Wales,133047.3177
01/04/2014,Scotland,129509.8881
01/04/2014,Yorkshire and The Humber,134537.8792
01/04/2014,South East,247463.966
01/04/2014,East Midlands,148240.9655
01/04/2014,East of England,212596.6838
01/04/2014,North East,115761.1128
01/04/2014,London,375196.077
01/04/2014,North West,132397.6259
01/04/2014,South West,202653.8908
01/04/2014,West Midlands Region,154744.2043
01/04/2014,England and Wales,189935.3363
01/04/2014,Great Britain,184817.5021
01/04/2014,United Kingdom,182655.7811
01/05/2014,Scotland,130124.1512
01/05/2014,England,194745.2121
01/05/2014,Wales,135611.9034
01/05/2014,East of England,215272.1794
01/05/2014,South West,203536.3409
