Date,Region_Name,Average_Price_SA
01/06/2000,North West,52701.0508
01/06/2000,East Midlands,61663.05542
01/06/2000,England and Wales,78805.57545
01/07/2000,England,81072.7843
01/07/2000,Wales,53701.14028
01/07/2000,West Midlands Region,67838.94246
01/07/2000,North East,48484.70036
01/07/2000,East of England,92439.14153
01/07/2000,South West,89541.80398
01/07/2000,North West,52966.25524
01/07/2000,East Midlands,62114.19871
01/07/2000,Yorkshire and The Humber,52621.19401
01/07/2000,London,143740.669
01/07/2000,South East,115369.4347
01/07/2000,England and Wales,79516.91242
01/08/2000,Wales,53700.9351
01/08/2000,England,81525.89154
01/08/2000,East Midlands,62391.71427
01/08/2000,South West,90138.13949
01/08/2000,South East,116821.0877
01/08/2000,North East,48505.52497
01/08/2000,West Midlands Region,68203.70558
01/08/2000,East of England,93258.05731
01/08/2000,London,144665.2595
01/08/2000,Yorkshire and The Humber,52415.90412
01/08/2000,North West,53554.22344
01/08/2000,England and Wales,79940.36948
01/09/2000,England,82091.06137
01/09/2000,Wales,54619.87385
01/09/2000,Yorkshire and The Humber,53471.9404
01/09/2000,South East,116814.9974
01/09/2000,West Midlands Region,68829.5626
01/09/2000,North West,53771.13313
01/09/2000,London,145344.7303
01/09/2000,North East,48268.50796
01/09/2000,South West,90725.07089
01/09/2000,East Midlands,63828.2007
01/09/2000,East of England,94211.09444
01/09/2000,England and Wales,80530.08511
01/10/2000,England,82375.41987
01/10/2000,Wales,54721.29221
01/10/2000,London,145007.1883
01/10/2000,North West,54468.11079
01/10/2000,North East,48302.44367
01/10/2000,East Midlands,63232.89823
01/10/2000,East of England,93841.48926
01/10/2000,Yorkshire and The Humber,53843.12185
01/10/2000,West Midlands Region,68775.60536
01/10/2000,South West,91135.57874
01/10/2000,South East,117281.9222
01/10/2000,England and Wales,80806.92496
01/11/2000,Wales,54827.60554
01/11/2000,England,82789.42422
01/11/2000,London,147040.1906
01/11/2000,Yorkshire and The Humber,53093.93404
01/11/2000,North West,54706.59986
01/11/2000,North East,47958.40756
01/11/2000,South East,117264.6624
01/11/2000,South West,91527.99379
01/11/2000,West Midlands Region,70022.22947
01/11/2000,East of England,94642.9496
01/11/2000,East Midlands,63688.02365
01/11/2000,England and Wales,81264.81895
01/12/2000,England,83674.91551
01/12/2000,Wales,55351.96393
01/12/2000,West Midlands Region,70623.58043
01/12/2000,South East,118581.2187
01/12/2000,Yorkshire and The Humber,54054.36581
01/12/2000,London,147696.2799
01/12/2000,North East,49109.64624
01/12/2000,South West,91972.43077
01/12/2000,East of England,95740.69116
01/12/2000,North West,55284.55753
01/12/2000,East Midlands,64679.96757
01/12/2000,England and Wales,82090.58944
01/01/2001,England,84737.37248
01/01/2001,Wales,54474.5986
01/01/2001,North East,49640.69895
01/01/2001,North West,56147.1215
01/01/2001,East Midlands,65764.03872
01/01/2001,East of England,96789.29897
01/01/2001,Yorkshire and The Humber,54974.02614
01/01/2001,West Midlands Region,71370.8118
01/01/2001,London,149233.7968
01/01/2001,South West,92674.58863
01/01/2001,South East,119062.5199
01/01/2001,England and Wales,83049.43467
01/02/2001,Wales,55974.87587
01/02/2001,England,85469.2858
01/02/2001,North West,56400.166
01/02/2001,North East,49758.31957
01/02/2001,West Midlands Region,72039.53534
01/02/2001,Yorkshire and The Humber,54383.64928
01/02/2001,East of England,97683.13983
01/02/2001,East Midlands,66015.41524
01/02/2001,London,150845.3295
01/02/2001,South East,120701.0207
01/02/2001,South West,94109.94907
01/02/2001,England and Wales,83793.54472
01/03/2001,England,86181.8966
01/03/2001,Wales,57102.64917
01/03/2001,North East,49397.24154
01/03/2001,West Midlands Region,73064.09423
01/03/2001,London,152256.5793
01/03/2001,South West,95243.85598
01/03/2001,Yorkshire and The Humber,54930.10919
01/03/2001,North West,56201.73492
01/03/2001,East Midlands,66482.11084
01/03/2001,South East,122054.0387
01/03/2001,East of England,99238.4206
01/03/2001,England and Wales,84520.97282
01/04/2001,England,87184.58754
01/04/2001,Wales,56464.053
01/04/2001,West Midlands Region,74282.57004
01/04/2001,London,152433.1435
01/04/2001,East of England,99554.12461
01/04/2001,North West,56822.74616
01/04/2001,North East,50627.77693
01/04/2001,South East,124166.5018
01/04/2001,South West,97569.47971
01/04/2001,East Midlands,67336.37001
01/04/2001,Yorkshire and The Humber,55525.7698
01/04/2001,England and Wales,85434.94308
01/05/2001,England,87997.8794
01/05/2001,Wales,57906.26598
01/05/2001,South West,98005.01715
01/05/2001,West Midlands Region,74767.58153
01/05/2001,Yorkshire and The Humber,56091.07504
01/05/2001,East of England,101168.362
01/05/2001,London,155848.6575
01/05/2001,East Midlands,68228.45487
01/05/2001,South East,124937.4829
01/05/2001,North West,56756.63963
01/05/2001,North East,51046.99262
01/05/2001,England and Wales,86287.16719
01/06/2001,Wales,58368.02421
01/06/2001,England,88979.29275
01/06/2001,Yorkshire and The Humber,56384.44947
01/06/2001,London,157482.199
01/06/2001,South West,98870.57157
01/06/2001,North East,50962.20774
01/06/2001,East of England,102602.7093
01/06/2001,West Midlands Region,74983.41183
01/06/2001,East Midlands,69166.7566
01/06/2001,North West,58433.84077
01/06/2001,South East,126786.4473
01/06/2001,England and Wales,87201.32215
01/07/2001,England,89718.78463
01/07/2001,Wales,58853.9956
01/07/2001,Yorkshire and The Humber,57024.43637
01/07/2001,North West,58495.37177
01/07/2001,East Midlands,69328.32171
01/07/2001,West Midlands Region,75262.57517
01/07/2001,North East,51200.96697
01/07/2001,East of England,103713.2269
01/07/2001,South East,128405.2731
01/07/2001,South West,100571.2576
01/07/2001,London,158408.3151
01/07/2001,England and Wales,87960.43549
01/08/2001,England,91024.05512
01/08/2001,Wales,59186.58365
01/08/2001,South East,129650.8534
01/08/2001,London,161643.7729
01/08/2001,East of England,105968.3885
01/08/2001,North West,59020.45568
01/08/2001,North East,52931.28286
01/08/2001,South West,102135.7186
01/08/2001,West Midlands Region,76854.00298
01/08/2001,Yorkshire and The Humber,57876.82292
01/08/2001,East Midlands,70281.43951
01/08/2001,England and Wales,89192.11749
01/09/2001,Wales,59708.45317
01/09/2001,England,92071.92847
01/09/2001,Yorkshire and The Humber,58517.28483
01/09/2001,South East,131199.1534
01/09/2001,South West,103558.6603
01/09/2001,East Midlands,71489.09942
01/09/2001,North East,52447.75123
01/09/2001,East of England,107128.377
01/09/2001,North West,60055.46892
01/09/2001,London,162812.9185
01/09/2001,West Midlands Region,77619.42275
01/09/2001,England and Wales,90232.44273
01/10/2001,Wales,59762.11333
01/10/2001,England,93104.89599
01/10/2001,North East,52816.5949
01/10/2001,South East,132897.7381
01/10/2001,Yorkshire and The Humber,58592.00348
01/10/2001,East Midlands,72425.53578
01/10/2001,East of England,108469.2883
01/10/2001,West Midlands Region,77905.48674
01/10/2001,North West,60280.95966
01/10/2001,London,165410.0031
01/10/2001,South West,104914.8347
01/10/2001,England and Wales,91186.58978
01/11/2001,England,94201.89226
01/11/2001,Wales,60834.2338
01/11/2001,South East,134468.2168
01/11/2001,South West,106017.5245
01/11/2001,West Midlands Region,79155.63948
01/11/2001,Yorkshire and The Humber,59374.34474
01/11/2001,East of England,109996.7596
01/11/2001,East Midlands,73291.29591
01/11/2001,London,166437.6162
01/11/2001,North West,60664.24931
01/11/2001,North East,53489.18539
01/11/2001,England and Wales,92357.70146
01/12/2001,Wales,61352.90428
01/12/2001,England,95336.82058
01/12/2001,North East,54445.73088
01/12/2001,East Midlands,74748.51591
01/12/2001,North West,61437.75791
01/12/2001,West Midlands Region,80077.96686
01/12/2001,East of England,111259.7224
01/12/2001,Yorkshire and The Humber,60353.49165
01/12/2001,London,167918.6147
01/12/2001,South East,136062.7519
01/12/2001,South West,107383.8491
01/12/2001,England and Wales,93399.95495
01/01/2002,Wales,61742.64024
01/01/2002,England,96649.03844
01/01/2002,East of England,112462.7303
01/01/2002,South East,137456.0796
01/01/2002,East Midlands,75295.89305
01/01/2002,London,169371.3006
01/01/2002,West Midlands Region,80980.48428
01/01/2002,South West,109337.1421
01/01/2002,Yorkshire and The Humber,60871.22756
01/01/2002,North West,62100.45932
01/01/2002,North East,54599.49942
01/01/2002,England and Wales,94693.57795
01/02/2002,England,98070.72259
01/02/2002,Wales,62417.12454
01/02/2002,South West,111336.5075
01/02/2002,South East,138331.3396
01/02/2002,East of England,114506.0632
01/02/2002,Yorkshire and The Humber,62385.78445
01/02/2002,North East,55885.68178
01/02/2002,West Midlands Region,81615.74246
01/02/2002,North West,62718.9189
01/02/2002,East Midlands,76892.7387
01/02/2002,London,171518.7974
01/02/2002,England and Wales,96040.31699
01/03/2002,Wales,63195.63485
01/03/2002,England,100086.1098
01/03/2002,North West,64325.36029
01/03/2002,North East,56494.60369
01/03/2002,South East,140744.5024
01/03/2002,East Midlands,78622.17108
01/03/2002,East of England,117078.1433
01/03/2002,West Midlands Region,83868.98988
01/03/2002,London,174299.4072
01/03/2002,Yorkshire and The Humber,63346.42142
01/03/2002,South West,113866.6618
01/03/2002,England and Wales,97944.83013
01/04/2002,England,101109.8091
01/04/2002,Wales,64854.20506
01/04/2002,London,177684.6713
01/04/2002,South West,115151.3172
01/04/2002,East of England,119825.1332
01/04/2002,East Midlands,79783.59756
01/04/2002,West Midlands Region,85265.61067
01/04/2002,North East,56927.72092
01/04/2002,South East,142396.9761
01/04/2002,Yorkshire and The Humber,64051.64385
01/04/2002,North West,63957.5578
01/04/2002,England and Wales,99001.49755
01/05/2002,Wales,65855.22767
01/05/2002,England,103641.9313
01/05/2002,Yorkshire and The Humber,65344.38539
01/05/2002,East of England,122448.4149
01/05/2002,London,181327.0231
01/05/2002,North West,66296.37179
01/05/2002,North East,58623.08305
01/05/2002,West Midlands Region,87258.91424
01/05/2002,East Midlands,81650.98954
01/05/2002,South East,145808.1715
01/05/2002,South West,118214.4543
01/05/2002,England and Wales,101485.0985
01/06/2002,Wales,68918.10956
01/06/2002,England,105617.3122
01/06/2002,East of England,124578.8301
01/06/2002,South East,148169.4674
01/06/2002,West Midlands Region,89455.19679
01/06/2002,South West,121239.8849
01/06/2002,North East,59454.16176
01/06/2002,Yorkshire and The Humber,67174.50691
01/06/2002,North West,67452.89352
01/06/2002,East Midlands,83517.23456
01/06/2002,London,184588.6879
01/06/2002,England and Wales,103464.6902
01/07/2002,Wales,68503.18109
01/07/2002,England,107870.2931
01/07/2002,London,188085.4186
01/07/2002,South East,151693.1715
01/07/2002,North West,68828.77583
01/07/2002,North East,60622.43607
01/07/2002,Yorkshire and The Humber,68269.35385
01/07/2002,East of England,127784.1029
01/07/2002,East Midlands,86426.88558
01/07/2002,West Midlands Region,90995.52166
01/07/2002,South West,123998.8393
01/07/2002,England and Wales,105599.7797
01/08/2002,Wales,70155.16493
01/08/2002,England,110156.2548
01/08/2002,North East,62033.9185
01/08/2002,Yorkshire and The Humber,69681.01101
01/08/2002,North West,69650.39108
01/08/2002,West Midlands Region,93016.16923
01/08/2002,South West,127373.262
01/08/2002,East Midlands,88629.17887
01/08/2002,South East,155424.9135
01/08/2002,East of England,130558.3945
01/08/2002,London,191971.367
01/08/2002,England and Wales,107829.7237
01/09/2002,Wales,70802.59907
01/09/2002,England,112133.2203
01/09/2002,North East,62927.55367
01/09/2002,Yorkshire and The Humber,71111.54989
01/09/2002,North West,70371.91916
01/09/2002,East Midlands,90063.99831
01/09/2002,London,194920.9234
01/09/2002,South West,129912.5707
01/09/2002,West Midlands Region,95500.09913
01/09/2002,East of England,132555.222
01/09/2002,South East,158157.1328
01/09/2002,England and Wales,109778.7622
01/10/2002,Wales,72681.04375
01/10/2002,England,114595.3716
01/10/2002,East of England,136111.0992
01/10/2002,South East,161081.9309
01/10/2002,West Midlands Region,97681.9473
01/10/2002,London,198090.5859
01/10/2002,North East,64291.08333
01/10/2002,South West,133003.4712
01/10/2002,Yorkshire and The Humber,72752.21088
01/10/2002,East Midlands,92640.86408
01/10/2002,North West,71541.297
01/10/2002,England and Wales,112159.1202
01/11/2002,England,117636.3088
01/11/2002,Wales,74384.17085
01/11/2002,East of England,139898.6328
01/11/2002,Yorkshire and The Humber,75393.64358
01/11/2002,South East,163945.584
01/11/2002,West Midlands Region,99877.72918
01/11/2002,East Midlands,95454.4042
01/11/2002,North East,66772.97331
01/11/2002,North West,73728.80794
01/11/2002,London,201696.8731
01/11/2002,South West,135965.932
01/11/2002,England and Wales,115216.7049
01/12/2002,Wales,75245.0911
01/12/2002,England,119155.31
01/12/2002,East Midlands,97357.8293
01/12/2002,South East,166517.8397
01/12/2002,East of England,141402.1524
01/12/2002,Yorkshire and The Humber,76314.7609
01/12/2002,South West,138421.9205
01/12/2002,North East,67747.14801
01/12/2002,London,203496.7232
01/12/2002,West Midlands Region,101819.0803
01/12/2002,North West,74453.98732
01/12/2002,England and Wales,116622.9767
01/01/2003,Wales,77889.379
01/01/2003,England,122047.3738
01/01/2003,North West,76383.41063
01/01/2003,South West,141438.4021
01/01/2003,Yorkshire and The Humber,78592.50314
01/01/2003,West Midlands Region,104896.4504
01/01/2003,North East,67387.71438
01/01/2003,East of England,144832.6321
01/01/2003,East Midlands,100180.3985
01/01/2003,South East,169213.8547
01/01/2003,London,206461.2622
01/01/2003,England and Wales,119575.3129
01/02/2003,Wales,79335.06829
01/02/2003,England,123182.8569
01/02/2003,West Midlands Region,105008.1
01/02/2003,South West,142461.4878
01/02/2003,East Midlands,102940.631
01/02/2003,Yorkshire and The Humber,79138.323
01/02/2003,East of England,145982.0529
01/02/2003,South East,170590.0727
01/02/2003,North East,69568.35999
01/02/2003,North West,77304.96622
01/02/2003,London,207454.7738
01/02/2003,England and Wales,120699.139
01/03/2003,England,124478.6086
01/03/2003,Wales,80997.12402
01/03/2003,West Midlands Region,107902.4897
01/03/2003,North East,72069.61417
01/03/2003,London,207180.5477
01/03/2003,Yorkshire and The Humber,80632.92515
01/03/2003,South West,144182.5526
01/03/2003,East of England,147238.4866
01/03/2003,East Midlands,102501.0335
01/03/2003,South East,172209.6018
01/03/2003,North West,77851.85943
01/03/2003,England and Wales,121907.689
01/04/2003,England,125932.2558
01/04/2003,Wales,82326.9922
01/04/2003,East Midlands,105563.3104
01/04/2003,East of England,148683.9944
01/04/2003,South East,172863.9026
01/04/2003,North West,80019.83549
01/04/2003,Yorkshire and The Humber,82011.68012
01/04/2003,South West,145186.5201
01/04/2003,West Midlands Region,108560.6575
01/04/2003,North East,74015.1372
01/04/2003,London,207204.2364
01/04/2003,England and Wales,123453.8169
01/05/2003,England,127311.2203
01/05/2003,Wales,83652.35419
01/05/2003,North East,75124.88777
01/05/2003,East of England,148977.2002
01/05/2003,East Midlands,107377.7132
01/05/2003,London,209028.0497
01/05/2003,Yorkshire and The Humber,83718.49973
01/05/2003,South West,146432.4022
01/05/2003,South East,173448.0217
01/05/2003,North West,81611.81364
01/05/2003,West Midlands Region,110308.3136
01/05/2003,England and Wales,124869.5244
01/06/2003,England,127874.5378
01/06/2003,Wales,84786.58535
01/06/2003,South East,174555.3639
01/06/2003,East Midlands,108310.4357
01/06/2003,London,207326.3917
01/06/2003,East of England,148806.0941
01/06/2003,West Midlands Region,110327.759
01/06/2003,South West,147409.7048
01/06/2003,North East,76719.09973
01/06/2003,North West,82839.84873
01/06/2003,Yorkshire and The Humber,84955.64812
01/06/2003,England and Wales,125384.3353
01/07/2003,Wales,86373.95351
01/07/2003,England,129750.9654
01/07/2003,Yorkshire and The Humber,86976.85986
01/07/2003,East Midlands,109405.9244
01/07/2003,East of England,151689.3535
01/07/2003,West Midlands Region,112477.5647
01/07/2003,North East,79246.79272
01/07/2003,South East,175596.2161
01/07/2003,South West,148350.8866
01/07/2003,London,210278.5616
01/07/2003,North West,84695.19636
01/07/2003,England and Wales,127305.0312
01/08/2003,Wales,88702.89937
01/08/2003,England,130923.8784
01/08/2003,West Midlands Region,114936.4348
01/08/2003,South West,149182.1578
01/08/2003,South East,175383.1428
01/08/2003,London,209043.5986
01/08/2003,North East,80510.3935
01/08/2003,East Midlands,111515.1195
01/08/2003,Yorkshire and The Humber,88527.53573
01/08/2003,North West,86826.8586
01/08/2003,East of England,151694.7255
01/08/2003,England and Wales,128543.1755
01/09/2003,Wales,90694.3812
01/09/2003,England,131827.6963
01/09/2003,South West,150290.9579
01/09/2003,North East,82644.70472
01/09/2003,East Midlands,112859.2257
01/09/2003,South East,174481.7455
01/09/2003,East of England,152334.0869
01/09/2003,London,210687.375
01/09/2003,North West,87879.14508
01/09/2003,Yorkshire and The Humber,89468.61012
01/09/2003,West Midlands Region,115232.0156
01/09/2003,England and Wales,129596.2842
01/10/2003,Wales,92242.08906
01/10/2003,England,134449.8164
01/10/2003,East of England,154228.1408
01/10/2003,West Midlands Region,117617.3707
01/10/2003,Yorkshire and The Humber,91778.89145
01/10/2003,East Midlands,114746.3835
01/10/2003,South West,152295.1659
01/10/2003,South East,177974.5237
01/10/2003,London,213537.6822
01/10/2003,North West,90425.73081
01/10/2003,North East,85059.25936
01/10/2003,England and Wales,132073.0219
01/11/2003,Wales,93185.63123
01/11/2003,England,136026.2534
01/11/2003,North East,86400.71651
01/11/2003,East Midlands,115878.8807
01/11/2003,Yorkshire and The Humber,93663.31235
01/11/2003,South West,152796.4483
01/11/2003,London,214911.7703
01/11/2003,West Midlands Region,119707.6783
01/11/2003,East of England,155344.7274
01/11/2003,South East,179063.7056
01/11/2003,North West,92136.78604
01/11/2003,England and Wales,133715.5065
01/12/2003,England,138044.3471
01/12/2003,Wales,97681.59045
01/12/2003,Yorkshire and The Humber,96014.89471
01/12/2003,South West,156164.2478
01/12/2003,West Midlands Region,122250.3734
01/12/2003,East of England,157222.7427
01/12/2003,South East,180269.7059
01/12/2003,North West,94825.19966
01/12/2003,East Midlands,117033.5022
01/12/2003,London,216987.4001
01/12/2003,North East,87362.3299
01/12/2003,England and Wales,135831.3876
01/01/2004,Wales,99136.66084
01/01/2004,Scotland,82445.27657
01/01/2004,England,140191.0235
01/01/2004,West Midlands Region,123356.4329
01/01/2004,Yorkshire and The Humber,96877.90844
01/01/2004,London,218092.1643
01/01/2004,North East,90759.45463
01/01/2004,East Midlands,119516.8547
01/01/2004,East of England,159664.4934
01/01/2004,South East,182253.5915
01/01/2004,South West,158340.8421
01/01/2004,North West,96061.59284
01/01/2004,England and Wales,138022.3897
01/01/2004,Great Britain,134286.7304
01/02/2004,England,141787.9431
01/02/2004,Scotland,83870.6484
01/02/2004,Wales,100996.4736
01/02/2004,South West,160116.8857
01/02/2004,Yorkshire and The Humber,97742.59992
01/02/2004,East of England,161411.6776
01/02/2004,East Midlands,120879.9992
01/02/2004,West Midlands Region,125037.5033
01/02/2004,South East,184537.3308
01/02/2004,North East,90068.29446
01/02/2004,North West,98434.17782
01/02/2004,London,220886.8518
01/02/2004,England and Wales,139592.217
01/02/2004,Great Britain,136061.465
01/03/2004,England,143855.1196
01/03/2004,Scotland,84320.98564
01/03/2004,Wales,103222.4306
01/03/2004,North East,93260.45914
01/03/2004,West Midlands Region,126715.4103
01/03/2004,East Midlands,122224.1715
01/03/2004,East of England,162926.8114
01/03/2004,Yorkshire and The Humber,101600.2048
01/03/2004,South West,162092.9899
01/03/2004,South East,186030.1605
01/03/2004,North West,99734.29856
01/03/2004,London,222980.562
01/03/2004,England and Wales,141486.2189
01/03/2004,Great Britain,137728.4214
01/04/2004,England,146841.0887
01/04/2004,Scotland,85314.49888
01/04/2004,Wales,107162.8126
01/04/2004,East of England,164841.9059
01/04/2004,Yorkshire and The Humber,105460.9299
01/04/2004,South East,187308.3148
01/04/2004,West Midlands Region,129251.844
01/04/2004,North West,103627.7728
01/04/2004,South West,165139.5997
01/04/2004,North East,97471.41806
01/04/2004,London,224976.8998
01/04/2004,East Midlands,124812.5442
01/04/2004,England and Wales,144685.9484
01/04/2004,Great Britain,140774.1233
01/05/2004,England,148961.053
01/05/2004,Wales,107741.5005
01/05/2004,Scotland,86069.56022
01/05/2004,East Midlands,127024.4797
01/05/2004,London,225776.86
01/05/2004,East of England,165725.0502
01/05/2004,Yorkshire and The Humber,107322.7591
01/05/2004,North East,99807.99738
01/05/2004,West Midlands Region,130840.6271
01/05/2004,South East,189392.0886
01/05/2004,South West,167607.1608
01/05/2004,North West,106486.496
01/05/2004,England and Wales,146769.7816
01/05/2004,Great Britain,142726.7896
01/06/2004,Wales,112553.35
01/06/2004,England,151729.089
01/06/2004,Scotland,88367.86152
01/06/2004,South West,170508.9619
01/06/2004,East Midlands,129444.0185
01/06/2004,East of England,169259.4423
01/06/2004,South East,191328.2589
01/06/2004,North East,103400.3437
01/06/2004,London,228463.3014
01/06/2004,Yorkshire and The Humber,109936.2551
01/06/2004,West Midlands Region,134400.601
01/06/2004,North West,109292.0238
01/06/2004,England and Wales,149589.2564
01/06/2004,Great Britain,145365.6814
01/07/2004,Scotland,90152.46596
01/07/2004,England,153792.2764
01/07/2004,Wales,115288.3699
01/07/2004,East Midlands,130902.486
01/07/2004,East of England,170094.1072
01/07/2004,North East,105309.8775
01/07/2004,North West,112665.9328
01/07/2004,South East,192926.5804
01/07/2004,South West,172328.4857
01/07/2004,London,229748.7803
01/07/2004,West Midlands Region,136775.0243
01/07/2004,Yorkshire and The Humber,111667.6466
01/07/2004,England and Wales,151728.5596
01/07/2004,Great Britain,147365.9723
01/08/2004,England,155531.4425
01/08/2004,Wales,117496.9266
01/08/2004,Scotland,90746.32259
01/08/2004,Yorkshire and The Humber,113402.9078
01/08/2004,East Midlands,132510.2053
01/08/2004,West Midlands Region,137994.805
01/08/2004,South West,173597.0152
01/08/2004,South East,195889.788
01/08/2004,North East,106775.238
01/08/2004,North West,113763.4316
01/08/2004,London,230871.2547
01/08/2004,East of England,171946.7462
01/08/2004,England and Wales,153501.3244
01/08/2004,Great Britain,149076.9029
01/09/2004,Wales,117773.8858
01/09/2004,Scotland,90994.06989
01/09/2004,England,156916.6022
01/09/2004,North West,115468.9497
01/09/2004,West Midlands Region,139106.7343
01/09/2004,Yorkshire and The Humber,115637.3712
01/09/2004,East Midlands,135131.6881
01/09/2004,East of England,173518.6379
01/09/2004,North East,107677.0435
01/09/2004,South East,195594.7469
01/09/2004,London,231713.9048
01/09/2004,South West,175717.6972
01/09/2004,England and Wales,154867.2384
01/09/2004,Great Britain,150212.6752
01/10/2004,Scotland,93598.05251
01/10/2004,England,157808.3266
01/10/2004,Wales,119735.7911
01/10/2004,East Midlands,134794.8745
01/10/2004,East of England,174375.6874
01/10/2004,North East,109263.9488
01/10/2004,North West,116871.1119
01/10/2004,Yorkshire and The Humber,116255.6984
01/10/2004,South East,196243.2997
01/10/2004,West Midlands Region,140688.6427
01/10/2004,London,231107.3272
01/10/2004,South West,175711.2469
01/10/2004,England and Wales,155758.48
01/10/2004,Great Britain,151544.6098
01/11/2004,England,159094.9045
01/11/2004,Wales,121387.3029
01/11/2004,Scotland,94638.96673
01/11/2004,North West,118412.1778
01/11/2004,North East,106658.3691
01/11/2004,Yorkshire and The Humber,117000.1257
01/11/2004,South East,198159.9923
01/11/2004,South West,177507.1707
01/11/2004,London,234339.6691
01/11/2004,West Midlands Region,141184.7753
01/11/2004,East of England,175151.8165
01/11/2004,East Midlands,136416.6897
01/11/2004,England and Wales,157116.7167
01/11/2004,Great Britain,153060.6109
01/12/2004,Wales,121952.161
01/12/2004,England,158813.1154
01/12/2004,Scotland,96575.20563
01/12/2004,South East,197294.4578
01/12/2004,South West,176397.8009
01/12/2004,North East,110924.6945
01/12/2004,Yorkshire and The Humber,118608.7449
01/12/2004,West Midlands Region,141314.4186
01/12/2004,London,230163.4503
01/12/2004,East Midlands,136540.242
01/12/2004,East of England,174345.3576
01/12/2004,North West,118393.2786
01/12/2004,England and Wales,156846.4606
01/12/2004,Great Britain,152789.8468
01/01/2005,Wales,124291.8734
01/01/2005,England,159054.7525
01/01/2005,Scotland,96570.52855
01/01/2005,South East,195676.5498
01/01/2005,South West,175738.5458
01/01/2005,Yorkshire and The Humber,119022.636
01/01/2005,West Midlands Region,140605.0569
01/01/2005,North East,111107.6043
01/01/2005,East Midlands,135561.576
01/01/2005,East of England,175319.1828
01/01/2005,North West,119537.5182
01/01/2005,London,231697.8938
01/01/2005,England and Wales,157309.7589
01/01/2005,Great Britain,152480.2413
01/01/2005,United Kingdom,151002.741
01/02/2005,Scotland,98665.38578
01/02/2005,England,160047.1747
01/02/2005,Wales,121959.92
01/02/2005,East Midlands,137486.2913
01/02/2005,East of England,174810.3719
01/02/2005,Yorkshire and The Humber,120825.1838
01/02/2005,North East,112108.3398
01/02/2005,West Midlands Region,142580.1938
01/02/2005,South West,177927.1457
01/02/2005,South East,197942.5204
01/02/2005,North West,119173.5989
01/02/2005,London,232517.8073
01/02/2005,England and Wales,158033.5234
01/02/2005,Great Britain,153551.0571
01/02/2005,United Kingdom,151675.4388
01/03/2005,England,160890.7981
01/03/2005,Scotland,99288.57753
01/03/2005,Wales,124919.6187
01/03/2005,North East,112893.1725
01/03/2005,North West,122473.4307
01/03/2005,London,232952.4417
01/03/2005,East of England,175175.4647
01/03/2005,East Midlands,137737.4651
01/03/2005,South West,176830.273
01/03/2005,Yorkshire and The Humber,122351.2776
01/03/2005,West Midlands Region,142836.825
01/03/2005,South East,198180.3233
01/03/2005,England and Wales,158871.4048
01/03/2005,Great Britain,154331.3546
01/03/2005,United Kingdom,152761.6281
01/04/2005,Scotland,101094.9241
01/04/2005,Wales,124758.4954
01/04/2005,England,160895.442
01/04/2005,South East,198808.1459
01/04/2005,North East,113281.7212
01/04/2005,North West,122236.4295
01/04/2005,London,234483.4277
01/04/2005,Yorkshire and The Humber,120769.3816
01/04/2005,East Midlands,138119.6351
01/04/2005,East of England,174096.8511
01/04/2005,West Midlands Region,143019.0952
01/04/2005,South West,176993.7124
01/04/2005,England and Wales,158914.2716
01/04/2005,Great Britain,154571.871
01/04/2005,United Kingdom,153092.342
01/05/2005,Wales,126172.5392
01/05/2005,England,161781.4373
01/05/2005,Scotland,101363.3366
01/05/2005,East Midlands,138723.4295
01/05/2005,East of England,176192.506
01/05/2005,West Midlands Region,142953.2703
01/05/2005,London,234156.1131
01/05/2005,North West,124031.5528
01/05/2005,South West,177040.1494
01/05/2005,South East,198177.748
01/05/2005,Yorkshire and The Humber,122673.3158
01/05/2005,North East,114379.1198
01/05/2005,England and Wales,159923.3497
01/05/2005,Great Britain,155533.339
01/05/2005,United Kingdom,153795.8783
01/06/2005,Wales,125978.9709
01/06/2005,Scotland,103526.1067
01/06/2005,England,162127.4131
01/06/2005,East Midlands,138023.5483
01/06/2005,East of England,177280.234
01/06/2005,London,234244.7881
01/06/2005,North West,125023.2619
01/06/2005,North East,114982.6986
01/06/2005,South East,198412.2007
01/06/2005,South West,176761.887
01/06/2005,West Midlands Region,144308.1542
01/06/2005,Yorkshire and The Humber,123317.5683
01/06/2005,England and Wales,160207.0583
01/06/2005,Great Britain,155916.3048
01/06/2005,United Kingdom,154382.588
01/07/2005,Scotland,105239.03
01/07/2005,England,162675.3352
01/07/2005,Wales,128392.1663
01/07/2005,South West,177763.6964
01/07/2005,South East,198441.1138
01/07/2005,Yorkshire and The Humber,124307.2914
01/07/2005,London,233106.5773
01/07/2005,West Midlands Region,145427.6185
01/07/2005,East of England,176886.2083
01/07/2005,North East,116215.5322
01/07/2005,North West,125590.948
01/07/2005,East Midlands,138369.5974
01/07/2005,England and Wales,160865.535
01/07/2005,Great Britain,156579.592
01/07/2005,United Kingdom,155192.4162
01/08/2005,Wales,128301.3414
01/08/2005,England,163160.2895
01/08/2005,Scotland,105865.1119
01/08/2005,East Midlands,138790.2982
01/08/2005,East of England,176181.7673
01/08/2005,South West,177451.7706
01/08/2005,South East,198680.6205
01/08/2005,North East,117906.8816
01/08/2005,London,233790.8652
01/08/2005,Yorkshire and The Humber,125110.7271
01/08/2005,North West,126670.82
01/08/2005,West Midlands Region,145506.6404
